id,name,address,city,country,zipcode,created_at,updated_at,mainstreet,crossstreet,key,owner,image,hotelID,source
1040,Room Mate Waldorf Towers,860 Ocean Dr,Miami Beach,US,33139,,,,,,,,126958,expedia
1041,Fisher Island Hotel And Resort,1 Fisher Island Dr,Miami Beach,US,33109,,,,,,,,131039,expedia
1042,Dorchester Hotel,1850 Collins Avenue,Miami Beach,US,33139,,,,,,,,130031,expedia
1043,Hotel Claremont,1700 Collins Ave,Miami Beach,US,33139,,,,,,,,130168,expedia
1044,ADRIAN HOTELS MIAMI BEACH,1060 OCEAN DRIVE,Miami Beach,US,33139,,,,,,,,131595,expedia
1045,DAYS RSRT OCNFRNT MIAMI BCH N,15811 COLLINS AVE,Miami Beach,US,33160,,,,,,,,131661,expedia
1046,Riu Florida Beach,3101 Collins Ave,Miami Beach,US,33140,,,,,,,,133909,expedia
1047,Marseilles Hotel,1741 Collins Ave,Miami Beach,US,33139,,,,,,,,130033,expedia
1048,Essex House Hotel,1001 Collins Ave,Miami Beach,US,33139,,,,,,,,131355,expedia
1049,Richmond Oceanfront Hotel,1757 Collins Ave,Miami Beach,US,33139,,,,,,,,133195,expedia
1050,The National Hotel,1677 Collins Ave,Miami Beach,US,33139,,,,,,,,135438,expedia
1051,"Winter Haven, Autograph Collection",1400 Ocean Drive,Miami Beach,US,33139,,,,,,,,133686,expedia
1052,Impala Hotel,1228 Collins Ave,Miami Beach,US,33139,,,,,,,,136049,expedia
1053,King & Grove Tides,1220 Ocean Dr,Miami Beach,US,33139,,,,,,,,134067,expedia
1054,The Raleigh Hotel,1775 Collins Ave,Miami Beach,US,33139,,,,,,,,133607,expedia
1055,Clevelander Hotel,1020 Ocean Dr,Miami Beach,US,33139,,,,,,,,135661,expedia
1056,"Blue Moon Hotel, Autograph Collection",944 Collins Ave,Miami Beach,US,33139,,,,,,,,136151,expedia
1057,"Surfcomber Hotel, a Kimpton Hotel",1717 Collins Avenue,Miami Beach,US,33139,,,,,,,,139528,expedia
1058,Parisian Hotel,1510 Collins Ave,Miami Beach,US,33139,,,,,,,,140309,expedia
1059,Geneva Hotel,1520 Collins Ave,Miami Beach,US,33139,,,,,,,,140311,expedia
1060,Greenview Hotel,1671 Washington Ave,Miami Beach,US,33139,,,,,,,,140652,expedia
1061,Hotel Astor,956 Washington Ave,Miami Beach,US,33139,,,,,,,,140658,expedia
1062,JETSET FRANKLIN,860 Collins Avenue,Miami Beach,US,33139,,,,,,,,140926,expedia
1063,Four Points by Sheraton Miami Beach,4343 Collins Avenue,Miami Beach,US,33140,,,,,,,,138893,expedia
1064,Century Hotel,140 Ocean Dr,Miami Beach,US,33139,,,,,,,,138498,expedia
1065,EDISON HOTEL SOUTH BEACH,960 OCEAN DR,Miami Beach,US,33139,,,,,,,,140488,expedia
1066,Boulevard Hotel Ocean Drive,740 Ocean Dr,Miami Beach,US,33139,,,,,,,,140562,expedia
1067,Albion South Beach Hotel,1650 James Ave,Miami Beach,US,33139,,,,,,,,140670,expedia
1068,Bentley Hotel South Beach,510 Ocean Dr,Miami Beach,US,33139,,,,,,,,144369,expedia
1069,The Beacon Hotel South Beach,720 Ocean Dr,Miami Beach,US,33139,,,,,,,,144409,expedia
1070,Cardozo Hotel South Beach,1300 Ocean Drive,Miami Beach,US,33139,,,,,,,,146736,expedia
1071,South Beach Plaza Hotel,1401 Collins Ave,Miami Beach,US,33139,,,,,,,,144390,expedia
1072,Hotel La Flora,1238 Collins Avenue,Miami Beach,US,33139,,,,,,,,144398,expedia
1073,Beachcomber Hotel South Beach,1340 Collins Ave,Miami Beach,US,33139,,,,,,,,144401,expedia
1074,Cadet Hotel,1701 James Ave,Miami Beach,US,33139,,,,,,,,144480,expedia
1075,Churchill Suites Crown Miami Beach,4041 Collins Ave,Miami Beach,US,33140,,,,,,,,141888,expedia
1076,Chesterfield Hotel & Suites,855 Collins Avenue,Miami Beach,US,33139,,,,,,,,143988,expedia
1077,HENRY HOTEL,536 WASHINGTON AVENUE,Miami Beach,US,33139,,,,,,,,144356,expedia
1078,Loews Miami Beach Hotel,1601 Collins Ave,Miami Beach,US,33139,,,,,,,,150417,expedia
1079,Cavalier,1320 Ocean Dr,Miami Beach,US,33139,,,,,,,,163568,expedia
1080,THE MERCURY SOUTH BEACH,100 COLLINS AVENUE,Miami Beach,US,33139,,,,,,,,161189,expedia
1081,Holiday Inn Miami Beach,4333 Collins Ave,Miami Beach,US,33140,,,,,,,,163565,expedia
1082,Marriott South Beach,161 Ocean Dr,Miami Beach,US,33139,,,,,,,,163609,expedia
1083,Hotel Shelley,844 Collins Ave,Miami Beach,US,33139,,,,,,,,163631,expedia
1084,Ocean Five Hotel,436 Ocean Dr,Miami Beach,US,33139,,,,,,,,163564,expedia
1085,Hotel St Augustine,347 Washington Avenue,Miami Beach,US,33139,,,,,,,,152804,expedia
1086,Fairwind Hotel & Suites,1000 Collins Ave,Miami Beach,US,33139,,,,,,,,170635,expedia
1087,The Hotel of South Beach,801 Collins Ave,Miami Beach,US,33139,,,,,,,,172231,expedia
1088,The Penguin Hotel,1418 Ocean Dr,Miami Beach,US,33139,,,,,,,,163622,expedia
1089,President Hotel,1423 Collins Ave,Miami Beach,US,33139,,,,,,,,163623,expedia
1090,The Deauville Beach Resort,6701 Collins Avenue,Miami Beach,US,33141,,,,,,,,163626,expedia
1091,The Whitelaw Hotel,808 Collins Ave,Miami Beach,US,33139,,,,,,,,163646,expedia
1092,Miami Beach Resort,4833 Collins Avenue,Miami Beach,US,33140,,,,,,,,163648,expedia
1093,The Claridge Hotel Miami South Beach,3500 Collins Ave,Miami Beach,US,33140,,,,,,,,172560,expedia
1094,Hotel Chelsea,944 Washington Ave,Miami Beach,US,33139,,,,,,,,170930,expedia
1095,Eva Hotel,1506 Collins Ave,Miami Beach,US,33139,,,,,,,,170559,expedia
1096,Lords South Beach at Nash,1120 Collins Ave,Miami Beach,US,33139,,,,,,,,170580,expedia
1097,Soho Beach House,4385 Collins Ave,Miami Beach,US,33140,,,,,,,,170769,expedia
1098,Lord Balfour,350 Ocean Drive,Miami Beach,US,33134,,,,,,,,172649,expedia
1099,San Juan Hotel,1680 Collins Ave,Miami Beach,US,33139,,,,,,,,172682,expedia
1100,Crest Hotel Suites,1670 James Avenue,Miami Beach,US,33139,,,,,,,,180623,expedia
1101,VISCAY HOTEL AND SUITES,960 COLLINS AVENUE,Miami Beach,US,33139,,,,,,,,180663,expedia
1102,Lorraine Hotel,2601 Collins Ave,Miami Beach,US,33140,,,,,,,,174075,expedia
1103,The Standard Spa Miami Beach,40 Island Ave,Miami Beach,US,33139,,,,,,,,185861,expedia
1104,Townhouse Hotel Miami,150 20th St,Miami Beach,US,33139,,,,,,,,189857,expedia
1105,Haddon Hall Hotel,1500 Collins Ave,Miami Beach,US,33139,,,,,,,,189983,expedia
1106,Royal South Beach Hotel,763 Pennsylvania Avenue,Miami Beach,US,33168,,,,,,,,191505,expedia
1107,Shore Club,1901 Collins Ave,Miami Beach,US,33139,,,,,,,,191991,expedia
1108,Hawaii Hotel,7430 Ocean Ter,Miami Beach,US,33141,,,,,,,,194880,expedia
1109,Princess Ann Hotel,920 Collins Ave,Miami Beach,US,33139,,,,,,,,190041,expedia
1110,Collins Hotel,6600 Collins Avenue,Miami Beach,US,33141,,,,,,,,195922,expedia
1111,Venezia Hotel,3865 Indian Creek Drive,Miami Beach,US,33140,,,,,,,,197071,expedia
1112,Best Western Atlantic Beach Resort,4101 Collins Ave,Miami Beach,US,33140,,,,,,,,197666,expedia
1113,"The Ritz-Carlton, South Beach",1 Lincoln Rd,Miami Beach,US,33139,,,,,,,,193650,expedia
1114,The Betsy - South Beach,1440 Ocean Drive,Miami Beach,US,33139,,,,,,,,194722,expedia
1115,Aqua Hotel & Suites,1530 Collins Ave,Miami Beach,US,33139,,,,,,,,197529,expedia
1116,The Setai,2001 Collins Ave,Miami Beach,US,33139,,,,,,,,195620,expedia
1117,The Garden Hotel South Beach,1050 Washington Ave,Miami Beach,US,33139,,,,,,,,204045,expedia
1118,Courtyard by Marriott Miami Beach-South Beach,1530 Washington Ave,Miami Beach,US,33139,,,,,,,,199707,expedia
1119,Dream South Beach,1111 Collins Ave,Miami Beach,US,33139,,,,,,,,202408,expedia
1120,Clinton Hotel & Spa South Beach,825 Washington Ave,Miami Beach,US,33139,,,,,,,,203248,expedia
1121,Delores Hotel & Suites,1420 Collins Ave,Miami Beach,US,33139,,,,,,,,208146,expedia
1122,Red South Beach,3010 Collins Avenue,Miami Beach,US,33140,,,,,,,,207158,expedia
1123,South Beach Hotel,236 21st St,Miami Beach,US,33139,,,,,,,,217105,expedia
1124,Tropics Hotel,1550 Collins Ave,Miami Beach,US,33139,,,,,,,,214535,expedia
1125,Courtyard by Marriott Miami Beach Oceanfront,3925 Collins Ave,Miami Beach,US,33140,,,,,,,,216830,expedia
1126,Ocean Spray Hotel,4130 Collins Ave,Miami Beach,US,33140,,,,,,,,215547,expedia
1127,Circa 39 Hotel Miami Beach,3900 Collins Avenue,Miami Beach,US,33140,,,,,,,,217790,expedia
1128,Island House,1428 Collins Ave,Miami Beach,US,33139,,,,,,,,221006,expedia
1129,Hotel Victor a Thompson Hotel,1144 Ocean Drive,Miami Beach,US,33139,,,,,,,,224586,expedia
1130,Casanova Suites on the Beach,524 Ocean Dr,Miami Beach,US,33139,,,,,,,,224911,expedia
1131,Beach Paradise Hotel,600 Ocean Dr,Miami Beach,US,33139,,,,,,,,220596,expedia
1132,Hilton Bentley Miami/South Beach,101 Ocean Dr,Miami Beach,US,33139,,,,,,,,230985,expedia
1133,The Mimosa Hotel,6525 Collins Ave,Miami Beach,US,33141,,,,,,,,229445,expedia
1134,Congress Hotel South Beach,1052 Ocean Dr,Miami Beach,US,33139,,,,,,,,236172,expedia
1135,Fontainebleau Miami Beach,4441 Collins Avenue,Miami Beach,US,33140,,,,,,,,239180,expedia
1136,Suites on South Beach,1330 Collins Avenue,Miami Beach,US,33139,,,,,,,,240624,expedia
1137,THE MET SOUTH BEACH,226 Jefferson Avenue,Miami Beach,US,33139,,,,,,,,249433,expedia
1138,The Angler's Boutique Resort,660 Washington Ave,Miami Beach,US,33139,,,,,,,,252204,expedia
1139,Beach Place Miami,8601 Harding Ave,Miami Beach,US,33141,,,,,,,,247454,expedia
1140,The Clay Hotel,1438 Washington Avenue,Miami Beach,US,33139,,,,,,,,249087,expedia
1141,BREAKWATER MIAMI BEACH,960 Ocean Drive,Miami Beach,US,33139,,,,,,,,251186,expedia
1142,BOUTIQUE RENTALS   INDIAN CREEK,Indian Creek Dr 7128,Miami Beach,US,33141,,,,,,,,257737,expedia
1143,The Perry South Beach,2377 Collins Avenue,Miami Beach,US,33139,,,,,,,,261426,expedia
1144,Metropole Suites South Beach,635 Collins Avenue,Miami Beach,US,33139,,,,,,,,260951,expedia
1145,BOUTIQUE RENTALS   HARDING,8118 Harding Avenue,Miami Beach,US,33141,,,,,,,,260358,expedia
1146,South Beach Plaza Villas,1411 Collins Avenue,Miami Beach,US,33139,,,,,,,,269161,expedia
1147,Mondrian South Beach,1100 West Ave,Miami Beach,US,33139,,,,,,,,272254,expedia
1148,Canyon Ranch Hotel & Spa,6801 Collins Avenue,Miami Beach,US,33141,,,,,,,,276761,expedia
1149,Riviera Suites South Beach,2000 Liberty Avenue,Miami Beach,US,33139,,,,,,,,278304,expedia
1150,"Ocean Reef Suites, South Beach",1130 Collins Avenue,Miami Beach,US,33139,,,,,,,,308313,expedia
1151,Z Ocean Hotel South Beach,1437 Collins Ave,Miami Beach,US,33139,,,,,,,,309595,expedia
1152,Grand Beach Hotel,4835 Collins Ave,Miami Beach,US,33140,,,,,,,,276150,expedia
1153,The Villa by Barton G,1116 Ocean Drive,Miami Beach,US,33139,,,,,,,,310436,expedia
1154,South Beach Hostel,235 Washington Ave,Miami Beach,US,33139,,,,,,,,313520,expedia
1155,"The Clifton, an Ascend Hotel Collection Member",1343 Collins Ave,Miami Beach,US,33139,,,,,,,,314018,expedia
1156,Sense Beach House,400 Ocean Drive,Miami Beach,US,33139,,,,,,,,321466,expedia
1157,AAE MIAMI BEACH LOMBARDY HOTEL,6300 COLLINS AVENUE,MIAMI BEACH,US,33141,,,,,,,,326865,expedia
1158,CHIC PLACE AT LINCOLN,1611 Lenox Avenue,Miami Beach,US,33139,,,,,,,,326369,expedia
1159,The Loft Hotel,952 Collins Ave,Miami Beach,US,33139,,,,,,,,336249,expedia
1160,Prime Hotel,100 Ocean Dr,Miami Beach,US,33139,,,,,,,,340353,expedia
1161,Hotel Drexel,1444 Drexel Ave,Miami Beach,US,33139,,,,,,,,358451,expedia
1162,PELICAN EXECUTIVE SUITES,5227 Collins Avenue,Miami Beach,US,33140,,,,,,,,356097,expedia
1163,Edgewater South Beach Hotel,1410 Ocean Drive,Miami Beach,US,33139,,,,,,,,369282,expedia
1164,Villa Italia Hotel,354 Washington Ave,Miami Beach,US,33139,,,,,,,,372764,expedia
1165,Tradewinds Apartment Hotel,2365 Pine Tree Dr,Miami Beach,US,33140,,,,,,,,370304,expedia
1166,Fashionhaus Hotel,534 Washington Ave,Miami Beach,US,33139,,,,,,,,370291,expedia
1167,The James Royal Palm,1545 Collins Avenue,Miami Beach,US,33139,,,,,,,,395969,expedia
1168,Jet Luxury at Fontainebleau Mia,4441 Collins Avenue Bldg 1,Miami Beach,US,33140,,,,,,,,404678,expedia
1169,Harrison Hotel South Beach,411 Washington Avenue,Miami Beach,US,33139,,,,,,,,397491,expedia
1170,Alamo Hotel,4121 Indian Creek Drive,Miami Beach,US,33140,,,,,,,,402087,expedia
1171,Ithaca of South Beach Hotel,601 Collins Ave,Miami Beach,US,33139,,,,,,,,406344,expedia
1172,The Richmond Studios,1757 James Avenue,Miami Beach,US,33139,,,,,,,,418804,expedia
1173,Hotel Pierre,216 43rd st,Miami Beach,US,33140,,,,,,,,420429,expedia
1174,Gale South Beach,1690 Collins Avenue,Miami Beach,US,33139,,,,,,,,421604,expedia
1175,Mondrian South Beach Condo Hote,1100A  West Avenue,Miami Beach,US,33139,,,,,,,,421392,expedia
1176,Blanc Kara,205 Collins Avenue,Miami Beach,US,33139,,,,,,,,426551,expedia
1177,Casa Tua Hotel and Restaurant,1700 James Avenue,Miami Beach,US,33139,,,,,,,,422470,expedia
1178,Lincoln Arms Suites,1800 James Avenue,Miami Beach,US,33139,,,,,,,,426725,expedia
1179,Pestana South Beach Art Deco Hotel,1817 James Ave,Miami Beach,US,33139,,,,,,,,429288,expedia
1180,Provident Luxury Suites Fisher Island,13 Fisher Island Dr,Miami Beach,US,33109,,,,,,,,430422,expedia
1181,The Westin New Orleans Canal Place,100 Rue Iberville,New Orleans,US,70130,,,,,,,,105469,expedia
1182,Sheraton New Orleans Hotel,500 Canal St,New Orleans,US,70130,,,,,,,,105957,expedia
1183,Hyatt Regency New Orleans,601 Loyola Avenue,New Orleans,US,70113,,,,,,,,106082,expedia
1184,InterContinental New Orleans,444 Saint Charles Ave,New Orleans,US,70130,,,,,,,,106214,expedia
1185,Wyndham Riverfront New Orleans,701 Convention Center Blvd,New Orleans,US,70130,,,,,,,,106285,expedia
1186,Marriott - New Orleans,555 Canal St,New Orleans,US,70130,,,,,,,,106386,expedia
1187,Holiday Inn New Orleans - Downtown Superdome,330 Loyola Ave,New Orleans,US,70112,,,,,,,,107094,expedia
1188,W New Orleans,333 Poydras St,New Orleans,US,70130,,,,,,,,107028,expedia
1189,Wyndham New Orleans - French Quarter,124 Royal St,New Orleans,US,70130,,,,,,,,107662,expedia
1190,Holiday Inn FRENCH QUARTER-CHATEAU LEMOYNE,301 Rue Dauphine,New Orleans,US,70112,,,,,,,,108569,expedia
1191,Maison St. Charles Quality Inn & Suites,1319 Saint Charles Ave,New Orleans,US,70130,,,,,,,,109419,expedia
1192,Americas Best Value Inn New Orleans,5801 Read Blvd,New Orleans,US,70127,,,,,,,,109517,expedia
1193,CANAL STREET HOTEL  FRENCH QUAR,1630 Canal Street,New Orleans,US,70112,,,,,,,,109518,expedia
1194,Midtown Hotel,3900 Tulane Ave,New Orleans,US,70119,,,,,,,,109703,expedia
1195,Best Western Plus French Quarter Landmark Hotel,920 N Rampart St,New Orleans,US,70116,,,,,,,,111094,expedia
1196,Maison Dupuy Hotel,1001 Toulouse St,New Orleans,US,70116,,,,,,,,111242,expedia
1197,Embassy Suites Hotel New Orleans,315 Julia St,New Orleans,US,70130,,,,,,,,110836,expedia
1198,DoubleTree by Hilton New Orleans,300 Canal St,New Orleans,US,70130,,,,,,,,112241,expedia
1199,Hampton Inn New Orleans Garden District,3626 Saint Charles Ave,New Orleans,US,70115,,,,,,,,112248,expedia
1200,Hilton New Orleans Riverside,2 Poydras St,New Orleans,US,70130,,,,,,,,112921,expedia
1201,Quality Inn and Suites,8400 I 10 Service Road,New Orleans,US,70127,,,,,,,,112590,expedia
1202,Comfort Inn & Suites Downtown,346 Baronne St,New Orleans,US,70112,,,,,,,,113562,expedia
1203,Avenue Garden Hotel,1509 Saint Charles Avenue,New Orleans,US,70130,,,,,,,,113788,expedia
1204,JW Marriott New Orleans,614 Canal St,New Orleans,US,70130,,,,,,,,114222,expedia
1205,"Hotel Monteleone, New Orleans",214 Royal Street,New Orleans,US,70130,,,,,,,,115112,expedia
1206,"Pelham Hotel New Orleans, La",444 Common St,New Orleans,US,70130,,,,,,,,116348,expedia
1207,Royal Sonesta Hotel,300 Bourbon St,New Orleans,US,70130,,,,,,,,115078,expedia
1208,Bienville House,320 Decatur St,New Orleans,US,70130,,,,,,,,115110,expedia
1209,Hampton Inn New Orleans - Downtown,226 Carondelet St,New Orleans,US,70130,,,,,,,,115836,expedia
1210,Hyatt French Quarter,800 Iberville Street,New Orleans,US,70112,,,,,,,,114398,expedia
1211,Andrew Jackson Hotel,919 Royal St,New Orleans,US,70116,,,,,,,,118869,expedia
1212,Omni Royal Orleans Hotel,621 Saint Louis St,New Orleans,US,70130,,,,,,,,116047,expedia
1213,Hotel Mazarin,730 Bienville St.,New Orleans,US,70130,,,,,,,,120209,expedia
1214,Ambassador Hotel New Orleans,535 Tchoupitoulas Street,New Orleans,US,70130,,,,,,,,116792,expedia
1215,Le Pavillon Hotel,833 Poydras St,New Orleans,US,70112,,,,,,,,116833,expedia
1216,Courtyard New Orleans Downtown Near the French Quarter,124 Saint Charles Ave,New Orleans,US,70130,,,,,,,,117639,expedia
1217,Omni Royal Crescent Hotel,535 Gravier St,New Orleans,US,70130,,,,,,,,122259,expedia
1218,French Market Inn,501 Decatur St,New Orleans,US,70130,,,,,,,,121368,expedia
1219,Chateau Dupre Hotel,131 Decatur Street,New Orleans,US,70130,,,,,,,,122813,expedia
1220,W New Orleans - French Quarter,316 Chartres St,New Orleans,US,70130,,,,,,,,122280,expedia
1221,Hotel Le Marais,717 Conti St.,New Orleans,US,70130,,,,,,,,124778,expedia
1222,Hotel St. Pierre French Quarter,911 Burgundy St,New Orleans,US,70116,,,,,,,,128466,expedia
1223,Hyatt Place New Orleans Convention Center,881 Convention Center Blvd,New Orleans,US,70130,,,,,,,,127823,expedia
1224,Dauphine Orleans Hotel,415 Dauphine St.,New Orleans,US,70112,,,,,,,,130333,expedia
1225,Hotel St. Helene,508 Rue Chartres,New Orleans,US,70130,,,,,,,,130698,expedia
1226,Residence Inn New Orleans Downtown,345 St Joseph St.,New Orleans,US,70130,,,,,,,,133114,expedia
1227,BRENT HOUSE HOTEL,1512 Jefferson Highway,New Orleans,US,70121,,,,,,,,131921,expedia
1228,Place d'Armes Hotel,625 Saint Ann St,New Orleans,US,70116,,,,,,,,134040,expedia
1229,Hotel St. Marie,827 Toulouse St,New Orleans,US,70112,,,,,,,,134041,expedia
1230,Prytania Park Hotel,1525 Prytania St,New Orleans,US,70130,,,,,,,,131627,expedia
1231,Lafayette Hotel,600 Saint Charles Ave,New Orleans,US,70130,,,,,,,,132157,expedia
1232,Days Inn New Orleans,10020 I 10 Service Road,New Orleans,US,70127,,,,,,,,131797,expedia
1233,Prince Conti Hotel,830 Conti St,New Orleans,US,70112,,,,,,,,134039,expedia
1234,Clarion Hotel Grand Boutique,2001 Saint Charles Ave,New Orleans,US,70130,,,,,,,,137740,expedia
1235,Courtyard by Marriott New Orleans Downtown/Convention Center,300 Julia St,New Orleans,US,70130,,,,,,,,138088,expedia
1236,Avenue Plaza Resort,2111 Saint Charles Ave,New Orleans,US,70130,,,,,,,,139887,expedia
1237,O'Keefe Plaza Hotel,334 O'Keefe Ave,New Orleans,US,70112,,,,,,,,143116,expedia
1238,La Quinta Inn & Suites New Orleans French Quarter,301 Camp Street,New Orleans,US,70130,,,,,,,,148440,expedia
1239,Wyndham Garden Hotel Baronne Plaza,201 Baronne St,New Orleans,US,70112,,,,,,,,143201,expedia
1240,Queen & Crescent Hotel,344 Camp St,New Orleans,US,70130,,,,,,,,163680,expedia
1241,Windsor Court Hotel,300 Gravier St,New Orleans,US,70130,,,,,,,,163685,expedia
1242,Comfort Suites,7051 Bullard Ave,New Orleans,US,70128,,,,,,,,169058,expedia
1243,Hotel Provincial,1024 Rue Chartres,New Orleans,US,70116,,,,,,,,163678,expedia
1244,Bourbon Orleans Hotel,717 Orleans St.,New Orleans,US,70116,,,,,,,,163667,expedia
1245,International House,221 Camp St,New Orleans,US,70130,,,,,,,,152756,expedia
1246,Four Points By Sheraton French Quarter,541 Bourbon St,New Orleans,US,70130,,,,,,,,161686,expedia
1247,Drury Inn & Suites New Orleans,820 Poydras Street,New Orleans,US,70112,,,,,,,,169255,expedia
1248,Hampton Inn And Suites New Orleans Convention Center,1201 Convention Center Blvd,New Orleans,US,70130,,,,,,,,170365,expedia
1249,The Queen Anne Hotel,1625 Prytania St,New Orleans,US,70130,,,,,,,,170948,expedia
1250,Baymont Inn and Suites New Orleans,12340 I-10 Service Road,New Orleans,US,70128,,,,,,,,170364,expedia
1251,"The Ritz-Carlton, New Orleans",921 Canal St,New Orleans,US,70112,,,,,,,,171495,expedia
1252,St. James Hotel,330 Magazine St,New Orleans,US,70130,,,,,,,,170728,expedia
1253,The Whitney Wyndham Hotel,610 Poydras St,New Orleans,US,70130,,,,,,,,174228,expedia
1254,Empress Hotel,1317 Ursulines Avenue,New Orleans,US,70116,,,,,,,,195606,expedia
1255,Courtyard New Orleans Downtown/Iberville,910 Iberville St,New Orleans,US,70112,,,,,,,,191872,expedia
1256,Le Richelieu in the French Quarter,1234 Chartres St,New Orleans,US,70116,,,,,,,,194715,expedia
1257,Hilton Garden Inn New Orleans Convention Center,1001 S Peters St,New Orleans,US,70130,,,,,,,,192661,expedia
1258,Royal St Charles Hotel,135 Saint Charles Avenue,New Orleans,US,70130,,,,,,,,193236,expedia
1259,Econo Lodge New Orleans,4940 Chef Menteur Hwy,New Orleans,US,70126,,,,,,,,198743,expedia
1260,SpringHill Suites by Marriott New Orleans Downtown,301 Saint Joseph St,New Orleans,US,70130,,,,,,,,197466,expedia
1261,Renaissance New Orleans Pere Marquette Hotel,817 Common St,New Orleans,US,70112,,,,,,,,194817,expedia
1262,Cotton Exchange Hotel Downtown,221 Carondelet St,New Orleans,US,70130,,,,,,,,197470,expedia
1263,Hilton New Orleans/St. Charles Avenue,333 Saint Charles Ave,New Orleans,US,70130,,,,,,,,194869,expedia
1264,Clarion Inn & Suites New Orleans,1300 Canal St,New Orleans,US,70112,,,,,,,,195126,expedia
1265,STUDIO 6 NEW ORLEANS,123301 I-10 SERVICE ROAD,New Orleans,US,70128,,,,,,,,199509,expedia
1266,Super 8 New Orleans,6322 Chef Menteur Hwy,New Orleans,US,70126,,,,,,,,201460,expedia
1267,"The Blake Hotel New Orleans, an Ascend Collection hotel",500 Saint Charles Ave,New Orleans,US,70130,,,,,,,,204044,expedia
1268,Melrose Mansion,937 Esplanade Ave,New Orleans,US,70116,,,,,,,,206357,expedia
1269,Crowne Plaza Hotel New Orleans French Quarter,739 Canal Street,New Orleans,US,70130,,,,,,,,202425,expedia
1270,Red Carpet Inn New Orleans,6050 Chef Menteur Hwy,New Orleans,US,70126,,,,,,,,203026,expedia
1271,Hotel Modern New Orleans,936 Saint Charles Avenue,New Orleans,US,70130,,,,,,,,203389,expedia
1272,Quality Inn & Suites,210 Okeefe Ave,New Orleans,US,70112,,,,,,,,202997,expedia
1273,Homewood Suites New Orleans,901 Poydras Street,New Orleans,US,70112,,,,,,,,205243,expedia
1274,Loft 523 New Orleans,523 Gravier St,New Orleans,US,70130,,,,,,,,205284,expedia
1275,Hotel Royal,1006 Royal St,New Orleans,US,70116,,,,,,,,207672,expedia
1276,Renaissance New Orleans Arts Hotel,700 Tchoupitoulas St,New Orleans,US,70130,,,,,,,,205731,expedia
1277,Loews New Orleans Hotel,300 Poydras St,New Orleans,US,70130,,,,,,,,207546,expedia
1278,SONIAT HOUSE,1133 Chartres Street,New Orleans,US,70116,,,,,,,,207673,expedia
1279,OAKWOOD AT THE SAULET,1420 ANNUNCIATION STREET,New Orleans,US,70130,,,,,,,,213356,expedia
1280,Hilton Garden Inn New Orleans French Quarter/CBD,821 Gravier St,New Orleans,US,70130,,,,,,,,220516,expedia
1281,Staybridge Suites New Orleans French Qtr/Dwtn,501 Tchoupitoulas St,New Orleans,US,70130,,,,,,,,219298,expedia
1282,"Country Inn & Suites By Carlson, New Orleans French Quarter",315 Magazine St,New Orleans,US,70130,,,,,,,,223949,expedia
1283,Lamothe House,621 Esplanade Ave,New Orleans,US,70116,,,,,,,,224737,expedia
1284,Inn on St Ann,1013 Saint Ann Street,New Orleans,US,70116,,,,,,,,225206,expedia
1285,Best Western Plus St. Christopher Hotel,114 Magazine Street,New Orleans,US,70130,,,,,,,,220508,expedia
1286,Best Western Plus St. Charles Inn,3636 Saint Charles Ave,New Orleans,US,70115,,,,,,,,229199,expedia
1287,Holiday Inn Express New Orleans East,7049 Bullard Ave,New Orleans,US,70128,,,,,,,,225365,expedia
1288,New Orleans Downtown Marriott at the Convention Center,859 Convention Center Blvd,New Orleans,US,70130,,,,,,,,228856,expedia
1289,Harrahs New Orleans Casino & Hotel,228 Poydras Street,New Orleans,US,70130,,,,,,,,247123,expedia
1290,Prytania Oaks Hotel,1612 Prytania Street,New Orleans,US,70130,,,,,,,,253694,expedia
1291,NINE 0 FIVE ROYAL HOTEL,905 Royal Street,New Orleans,US,70116,,,,,,,,256185,expedia
1292,TRAVELODGE NEW ORLEANS,6042 CHEF HWY,New Orleans,US,70126,,,,,,,,265499,expedia
1293,Crescent Palms Motel,3923 Martin Luther King Jr Blvd,New Orleans,US,70125,,,,,,,,308734,expedia
1294,WYNDHAM LA BELLE MAISON,515 Gravier Drive,New Orleans,US,70130,,,,,,,,276264,expedia
1295,"The Roosevelt New Orleans, A Waldorf Astoria Hotel",123 Baronne Street,New Orleans,US,70112,,,,,,,,313171,expedia
1296,EXECUSTAY AT THE SAULET,1420 Annunciation St,New Orleans,US,70130,,,,,,,,367817,expedia
1297,AUDUBON COTTAGES,509 Dauphine Street,New Orleans,US,70112,,,,,,,,374500,expedia
1298,Federal City Inn & Suites,740 Hebert Drive,New Orleans,US,70114,,,,,,,,392829,expedia
1299,"The Saint Hotel, Autograph Collection",931 Canal Street,New Orleans,US,70112,,,,,,,,403469,expedia
1300,Hotel Indigo NEW ORLEANS GARDEN DISTRICT,2203 Saint Charles Avenue,New Orleans,US,70130,,,,,,,,416046,expedia
1301,New Orleans Inn,5035 Chef Menteur Hwy,New Orleans,US,70126,,,,,,,,430371,expedia
1302,SWEETS INN MOTEL NEW ORLEANS,3610 Tulane Ave,New Orleans,US,70119,,,,,,,,429206,expedia
1303,EXECUSTAY AT THE SARATOGA,212 Loyola Avenue,New Orleans,US,70112,,,,,,,,430955,expedia
